smiles,homo,lumo,gap
CC(O)CC=O,-6.631418180000001,-0.5551125600000001,6.073584480000001
CN(C)CC=O,-6.16882438,-0.68572728,5.48581824
CC(=O)CCO,-6.68856212,-0.30204654000000003,6.38923672
CCCC(=O)C,-6.5715531,-0.19320094000000002,6.3810733
CCCC(=O)N,-6.6123702,0.9768892600000001,7.58925946
CCNC(=O)C,-6.536178280000001,1.03675434,7.5729326200000004
CCNC(=O)N,-6.60420678,1.62724172,8.2314485
CCOC(=O)C,-7.221905560000001,0.53334344,7.755249
CCOC(=O)N,-7.194694160000001,1.6081937400000001,8.8028879
C[NH2+]CC([O-])=O,-6.786523160000001,0.53334344,7.32258774
CC(=O)COC,-6.664071860000001,-0.27755628000000004,6.38651558
COCC(=O)N,-6.704888960000001,0.7455923600000001,7.45048132
C(CO)C(=O)N,-6.72393694,0.8898127800000001,7.61374972
[NH3+]CCC([O-])=O,-4.544303800000001,-0.9061396200000001,3.64088532
CC(C)CCO,-7.11033882,2.19595998,9.3062988
CC(O)CCO,-7.028704619999999,1.9564996600000002,8.98520428
CCCC(C)C,-8.277707880000001,2.33745926,10.61516714
CCCC(C)O,-7.11033882,2.0109224599999997,9.12126128
CCOC(C)C,-6.68856212,2.3809975,9.06955962
CC(C)COC,-6.824619120000001,2.38371864,9.20833776
COCC(C)O,-7.0232623400000005,2.11432578,9.14030926
CC(=O)C(=O)C,-6.55250512,-2.2476616400000005,4.304843480000001
CC(=O)C(=N)N,-6.75659062,-1.4013871,5.35520352
CC(=O)C(=O)N,-6.57427424,-1.7197604800000001,4.854513760000001
NC(=[NH2+])C([O-])=O,-6.39195786,-1.02314864,5.36880922
C(=O)(C(=O)N)N,-6.59060108,-0.8734859399999999,5.714394
CC(C)C(=O)C,-6.50080346,-0.22041233999999998,6.28039112
CC(C)C(=O)N,-6.55522626,1.00954294,7.564769200000001
CC([NH3+])C([O-])=O,-6.8300614,0.47347836,7.30081862
CC(O)C(C)=O,-7.1565982,-0.70205412,6.4518229400000005
CC(O)C(N)=O,-7.0749640000000005,0.50613204,7.581096040000001
CC(=O)N(C)C,-6.37290988,0.96328356,7.336193440000001
CN(C)C(=O)N,-6.27494884,1.64356856,7.9157962600000005
CC(C)C(C)C,-8.20695824,2.23677708,10.44373532
CC(C)C(C)O,-7.11033882,1.86125976,8.97159858
CC(O)C(C)O,-6.977002960000001,1.74969302,8.729417119999999
CC1(CCC1)C,-7.719874180000001,2.20956568,9.92943986
CC1(CCO1)C,-6.50896688,2.20956568,8.7212537
CC1(COC1)C,-6.5987645,1.98098992,8.58247556
CC1(CCC1)O,-6.87359964,2.0218070200000002,8.89540666
CC1(COC1)O,-6.6940044,1.6762222400000002,8.37022664
CC1(C)CC1O,-6.7946865800000005,2.2585462,9.05323278
CC1(O)CC1O,-6.60420678,2.16058516,8.76479194
CC1CC1(C)C,-6.960676120000001,2.41365118,9.3743273
CC1CC1(C)O,-6.68856212,2.17146972,8.86003184
CC1OC1(C)C,-6.9253013,2.51161222,9.436913520000001
CC1(CN1C)C,-5.9592966,2.3755552200000003,8.33485182
CC1CC(=N)O1,-7.06952172,0.8299477000000001,7.89946942
CC1CC(=O)C1,-6.5144091600000005,-0.44354582,6.07086334
CC1CC(=O)N1,-6.7076101,1.05308118,7.7606912800000005
CC1CC(=O)O1,-7.44776018,0.33742136,7.785181540000001
CN1CC(=O)C1,-6.26950656,-0.6340256200000001,5.635480940000001
C1C(CC1=O)O,-6.5851588,-0.56055484,6.02460396
CC1CC(C)C1,-7.70626848,2.46535284,10.17434246
CC1CC(C)O1,-6.528014860000001,2.5633138800000004,9.09132874
CC1CC(O)C1,-6.8844842,2.14425832,9.02874252
CN1CC(C1)O,-5.97562344,2.28031532,8.255938760000001
OC1CC(O)C1,-6.870878500000001,1.88030774,8.751186240000001
CC12CC(C1)C2,-7.98382476,2.67760176,10.65870538
CC12CC(C1)O2,-6.27766998,2.7537936800000002,9.03146366
CC12CN(C1)C2,-6.1416129800000006,2.26943076,8.41104374
OC12CC(C1)C2,-7.03958918,2.20140226,9.24371258
OC12CN(C1)C2,-6.6531873,1.85581748,8.50628364
C#CC(=O)C#C,-7.619192000000001,-2.4435837200000003,5.1756082800000005
C#CC(=O)C#N,-8.58791784,-3.2925794,5.29805958
C(#N)C(=O)C#N,-9.627393320000001,-4.25042068,5.37969378
C#CC(=O)C=O,-7.27088608,-3.21366634,4.057219740000001
C(=O)C(=O)C#N,-8.10355492,-4.08987342,4.0136815
C(=O)C(=O)C=O,-7.09129084,-3.9592587,3.13203214
CC(C#C)C#C,-7.13482908,0.9251876000000001,8.06001668
CC(C#C)C#N,-7.83416206,0.31565224,8.1498143
CC(C#N)C#N,-9.34167362,-0.35102706,8.990646560000002
NC(C#C)C#N,-7.61374972,-0.0816342,7.53211552
C(#N)C(C#N)N,-8.264102180000002,-0.7591980600000001,7.50490412
C#CC(C#C)O,-7.36884712,0.10612446,7.47497158
OC(C#C)C#N,-8.215121660000001,-0.54150686,7.67633594
C(#N)C(C#N)O,-9.42330782,-1.26260896,8.16342
CC(C=O)C#C,-6.90081104,-0.8816493599999999,6.02188282
CC(C=O)C#N,-7.621913140000001,-1.4830213,6.13889184
OC(C=O)C#C,-7.371568259999999,-1.34152202,6.03004624
OC(C=O)C#N,-8.362063220000001,-1.9945956200000001,6.3674676
CC(C=O)C=O,-6.963397260000001,-1.55921322,5.4041840400000005
CN(C=N)C=O,-7.0613583,-0.46531494,6.59604336
CN(C=O)C=O,-7.415106500000001,-0.9578412800000001,6.45998636
C(=O)C(C=O)O,-7.208299860000001,-1.80411582,5.4041840400000005
CN=C(C#N)N,-7.13482908,-1.08573486,6.049094220000001
CN=C(C=O)N,-6.73754264,-1.6462897,5.0885318
CCC(=O)C#C,-7.183809600000001,-1.50206928,5.67901918
CCC(=O)C#N,-8.09811264,-2.3238535600000003,5.77425908
CNC(=N)C#N,-6.8763207799999995,-1.10750398,5.771537940000001
CNC(=O)C#C,-7.05047374,-0.66123702,6.39195786
COC(=O)C#C,-7.6355188400000005,-1.1537633600000001,6.48175548
COC(=O)C#N,-8.69948458,-1.9510573800000002,6.7484272
C#CC(=O)CO,-7.2409535400000005,-1.55921322,5.68174032
C(C(=O)C#N)O,-8.17430456,-2.39732434,5.77425908
CCC(=O)C=O,-6.8436671,-2.56875616,4.27491094
CNC(=N)C=O,-6.498082320000001,-1.85309634,4.6449859799999995
CNC(=O)C=O,-6.816455700000001,-1.97554764,4.8436292
COC(=O)C=O,-7.30081862,-2.34562268,4.95519594
C(C(=O)C=O)O,-6.8463882400000005,-2.59324642,4.25314182
CCC(=O)CC,-6.56338968,-0.15510498,6.4110058400000005
CCC(=O)CO,-6.609649060000001,-0.19864322,6.4110058400000005
CCC(=O)NC,-6.59060108,1.02859092,7.619192000000001
CCC(=O)OC,-7.2926552000000004,0.52245888,7.8123929400000005
CNC(=O)CO,-6.62053362,0.7455923600000001,7.3661259800000005
CNC(=O)NC,-6.484476620000001,1.8231638000000001,8.304919280000002
CNC(=O)OC,-6.79196544,1.80139468,8.593360120000002
COC(=O)CN,-6.71033124,0.408171,7.118502240000001
COC(=O)CO,-7.360683700000001,0.08707648000000001,7.44776018
C(C(=O)CO)O,-6.65862958,-0.272114,6.38923672
CC(=NC)OC,-6.60420678,0.90886076,7.513067540000001
CC(CO)C#C,-7.11033882,1.5047904200000002,8.61512924
CC(CO)C#N,-7.880421440000001,0.9523990000000001,8.83282044
CCC(C)C#C,-7.006935500000001,1.58098234,8.59063898
CCC(C)C#N,-8.55526416,1.0421966200000001,9.59746078
CCC(N)C#N,-7.3334723,0.7782460400000001,8.1089972
CCC(O)C#C,-7.208299860000001,0.90341848,8.114439480000001
CCC(O)C#N,-8.239611920000002,0.31837338000000004,8.5579853
CNC(C)C#N,-6.59604336,0.78368832,7.377010540000001
COC(C)C#C,-6.906253320000001,1.0748503,7.981103620000001
COC(C)C#N,-7.7960661,0.48164178,8.277707880000001
NC(CO)C#N,-7.1266656600000005,0.5850451,7.71171076
NCC(N)C#N,-6.895368760000001,0.72382324,7.619192000000001
NCC(O)C#N,-6.936185860000001,0.21224892,7.14843478
OCC(O)C#C,-7.140271360000001,0.51157432,7.65456682
OCC(O)C#N,-7.83144092,-0.10340332,7.72531646
CC(CO)C=O,-6.865436220000001,-0.59592966,6.26950656
CCC(C)C=O,-6.66951414,-0.49252634000000006,6.1769878
CCC(O)C=O,-7.44503904,-1.01226408,6.4354961
CCN(C)C=O,-6.54978398,0.8925339200000001,7.442317900000001
COC(C)C=O,-6.9253013,-0.75103464,6.17426666
OCC(O)C=O,-7.24367468,-1.2952626400000002,5.94841204
CC(CO)CO,-7.09401198,2.0000379,9.09404988
CCC(C)CC,-8.2450542,2.29392102,10.541696360000001
CCC(C)CO,-7.142992500000001,2.1306526199999998,9.27364512
CCC(C)OC,-6.7484272,2.34290154,9.09132874
CCC(CC)O,-7.13210794,1.96194194,9.09404988
CCC(O)CO,-6.9661184,1.68166452,8.647782920000001
COC(C)CO,-6.9253013,2.1497006,9.0750019
C(C(CO)O)O,-7.09129084,1.3333586000000002,8.42464944
CC1(CC1)C#C,-6.530736,1.55377094,8.087228080000001
CC1(CC1)C#N,-7.76341242,1.0068218,8.772955360000001
CC1(CN1)C#C,-6.650466160000001,1.20002274,7.850488899999999
CC1(CN1)C#N,-7.46408702,0.61497764,8.07906466
CC1(CO1)C#C,-7.118502240000001,0.7156598200000001,7.83416206
CC1(CO1)C#N,-8.18246798,0.08435534,8.26682332
C1CC1(C#N)N,-7.4069430800000005,0.7891306000000001,8.196073680000001
C#CC1(CC1)O,-6.59604336,0.9523990000000001,7.54844236
C1CC1(C#N)O,-7.69538392,0.37007504,8.06545896
CC1(CC1)C=O,-6.7538694800000005,-0.38368074,6.370188740000001
CC1(CN1)C=O,-6.75659062,-0.6367467600000001,6.11984386
CC1(CO1)C=O,-7.0531948799999995,-1.01770636,6.03548852
C1CC1(C=O)O,-6.85455166,-0.8571591000000001,5.997392560000001
CC1(CC1)CO,-7.118502240000001,2.0599029800000004,9.17840522
CC1(CO)CN1,-6.70216782,1.9701053600000002,8.669552040000001
CC1(CO)CO1,-7.10489654,2.2041234000000003,9.30901994
CCC1(CC1)C,-7.14843478,2.33745926,9.485894040000002
CCC1(C)CO1,-7.03958918,2.38643978,9.4287501
CCC1(CC1)O,-6.85455166,1.9673842200000002,8.82193588
CC1(CC1)OC,-6.666793,2.44086258,9.11037672
C1CC1(CO)O,-6.5878799400000005,1.73880846,8.3266884
CC1CCC1=O,-6.45998636,-0.44354582,6.01644054
CC1CNC1=O,-6.672235280000001,1.01498522,7.6872205
CC1COC1=N,-7.1157811,0.7728037600000001,7.88858486
CC1COC1=O,-7.4178276400000005,0.26939286,7.6872205
CC1NCC1=O,-6.5878799400000005,-0.6476313200000001,5.93752748
CC1OCC1=O,-7.006935500000001,-0.8789282200000001,6.12800728
CN1CCC1=O,-6.568831960000001,1.07212916,7.64368226
NC1COC1=N,-6.77835974,0.53334344,7.31170318
NC1COC1=O,-6.75114834,0.03265368,6.78380202
OC1CCC1=O,-6.827340260000001,-0.7728037600000001,6.05725764
OC1CNC1=O,-6.7348215,0.5551125600000001,7.289934060000001
OC1COC1=N,-7.39333738,0.33470022,7.7280375999999995
OC1COC1=O,-7.276328360000001,-0.15782612,7.118502240000001
CC1CCC1C,-7.679057080000001,2.29119988,9.96753582
CC1CCC1O,-6.86271508,2.04357614,8.90901236
CC1COC1C,-6.5252937200000005,2.3129690000000003,8.83826272
CC1OCC1O,-6.64502388,1.70343364,8.35117866
OC1CCC1O,-6.73754264,1.6081937400000001,8.34573638
N=C1CN=CN1,-6.321208220000001,-0.13333586,6.1905935
C1C=CCC1=O,-6.55522626,-0.44626696000000005,6.1089593
C1C=CNC1=O,-5.8912681000000005,-0.03537482,5.85589328
C1C(=O)NC=N1,-6.80285,-0.49524748,6.3076025200000005
C1C(=O)OC=N1,-7.60014402,-0.8571591000000001,6.7429849200000005
N=C1OCC=C1,-6.69944668,-0.82178428,5.8776624
C1CC(=O)C=C1,-6.43821724,-1.16736906,5.27356932
C1C=CC(=O)N1,-6.6069279199999995,-0.7156598200000001,5.89398924
